cidade,uf,mes,ano,mes_ano,n_usuarios_internet,velocidade_media_mbps,n_dispositivos_conectados,indice_inovacao,investimento_publico_tecnologia,eventos_tecnologicos_realizados,startups_ativas,patentes_registradas
Fortaleza,CE,2,2005,2005m02,50049,46.92,15068,0.373,364808.91,3,67,4
Brasília,DF,3,2005,2005m03,49795,,51943,0.283,211912.84,1,44,5
Recife,PE,4,2005,2005m04,50177,61.01,63391,0.63,373974.17,1,151,7
Belo Horizonte,MG,5,2005,2005m05,49825,41.73,12368,0.04,353397.81,2,29,4
Brasília,DF,6,2005,2005m06,50159,8.16,97385,0.583,541242.69,2,68,6
Porto Alegre,RS,7,2005,2005m07,50293,35.65,44191,0.552,807250.69,6,225,1
Rio de Janeiro,RJ,8,2005,2005m08,49900,52.01,67330,0.041,393661.57,2,77,0
Rio de Janeiro,RJ,9,2005,2005m09,50152,67.73,26426,0.376,990856.53,3,259,4
Brasília,DF,10,2005,2005m10,49980,54.5,37846,0.921,469161.36,1,191,8
Fortaleza,CE,11,2005,2005m11,50025,64.94,42709,0.193,531047.31,5,249,5
Brasília,DF,12,2005,2005m12,50029,52.36,18978,0.93,855455.09,2,245,4
Porto Alegre,RS,1,2006,2006m01,49943,53.27,28768,0.731,793261.08,2,201,3
Rio de Janeiro,RJ,2,2006,2006m02,50194,46.37,27618,0.259,834710.69,2,176,6
Belo Horizonte,MG,3,2006,2006m03,49954,65.74,60669,0.008,998897.05,0,171,1
Porto Alegre,RS,4,2006,2006m04,49676,74.69,79296,0.423,881595.31,1,197,8
Rio de Janeiro,RJ,5,2006,2006m05,49897,35.53,94114,0.599,203210.67,2,88,1
Salvador,BA,6,2006,2006m06,50080,53.37,52337,0.108,865438.51,1,266,8
Rio de Janeiro,RJ,7,2006,2006m07,49766,32.12,43914,0.063,430295.08,0,60,2
Curitiba,PR,8,2006,2006m08,50120,75.07,98816,0.045,669766.4,1,285,5
Rio de Janeiro,RJ,9,2006,2006m09,50211,52.56,87310,0.758,382814.69,3,244,2
Salvador,BA,10,2006,2006m10,50041,49.7,43532,0.77,678476.16,2,72,2
Belo Horizonte,MG,11,2006,2006m11,49875,32.92,16119,0.665,201182.78,3,37,5
Recife,PE,12,2006,2006m12,49973,46.62,71379,0.717,938830.46,3,256,7
Salvador,BA,1,2007,2007m01,49961,48.87,48591,0.347,357248.38,5,193,4
Porto Alegre,RS,2,2007,2007m02,49932,33.89,18008,0.119,203656.37,1,11,4
Brasília,DF,3,2007,2007m03,49903,52.26,35069,0.136,832955.04,3,26,3
Recife,PE,4,2007,2007m04,50039,37.12,74903,0.315,790387.86,2,277,2
Rio de Janeiro,RJ,5,2007,2007m05,50178,56.52,73149,0.374,651636.67,2,235,2
Salvador,BA,6,2007,2007m06,49998,35.21,65462,0.908,721781.34,1,98,3
São Paulo,SP,7,2007,2007m07,50072,52.36,45217,0.377,857151.32,1,252,3
Fortaleza,CE,8,2007,2007m08,49692,,71123,0.436,484657.68,4,259,2
Rio de Janeiro,RJ,9,2007,2007m09,49919,54.52,14368,0.43,551532.83,4,34,3
Recife,PE,10,2007,2007m10,50265,52.48,96486,0.729,177408.91,2,130,3
Salvador,BA,11,2007,2007m11,49727,51.42,44183,0.029,990551.64,5,146,7
Curitiba,PR,12,2007,2007m12,50337,38.91,59847,0.447,627058.63,5,76,7
Recife,PE,1,2008,2008m01,49889,58.31,60747,0.869,145095.85,3,100,8
São Paulo,SP,2,2008,2008m02,50260,54.31,85954,0.873,119321.91,2,106,6
São Paulo,SP,3,2008,2008m03,49953,59.56,16539,0.74,623559.81,3,192,2
Curitiba,PR,4,2008,2008m04,49749,49.62,75616,0.401,582024.37,4,221,5
Belo Horizonte,MG,5,2008,2008m05,50503,47.31,27900,0.251,511059.32,3,276,1
Manaus,AM,6,2008,2008m06,49775,34.78,27424,0.091,827903.55,1,299,1
Fortaleza,CE,7,2008,2008m07,50197,40.09,40638,0.482,183574.59,2,225,6
Curitiba,PR,8,2008,2008m08,50281,42.9,32483,0.857,371144.6,4,99,6
Curitiba,PR,9,2008,2008m09,50285,64.42,59186,0.348,613672.37,2,149,4
Porto Alegre,RS,10,2008,2008m10,50068,31.33,74791,0.514,517070.78,1,113,7
Brasília,DF,11,2008,2008m11,49953,29.91,66546,0.328,329592.5,1,65,6
Belo Horizonte,MG,12,2008,2008m12,49903,48.94,67562,0.403,841372.4,1,251,4
Brasília,DF,1,2009,2009m01,49781,38.5,53371,0.14,667712.77,3,153,7
Belo Horizonte,MG,2,2009,2009m02,49863,44.26,28413,0.694,784293.16,3,60,5
Brasília,DF,3,2009,2009m03,50164,43.41,87965,0.049,565687.96,4,297,5
Porto Alegre,RS,4,2009,2009m04,49702,40.54,83742,0.974,828499.69,1,155,10
Belo Horizonte,MG,5,2009,2009m05,50255,38.55,19023,0.384,258052.08,1,226,8
Curitiba,PR,6,2009,2009m06,49927,36.02,27948,0.271,621973.55,1,164,5
Rio de Janeiro,RJ,7,2009,2009m07,49849,44.46,13301,0.59,400284.11,1,18,6
Recife,PE,8,2009,2009m08,49801,28.06,42524,0.903,518653.35,5,223,3
Curitiba,PR,9,2009,2009m09,50332,59.08,58970,0.884,888662.54,3,65,7
São Paulo,SP,10,2009,2009m10,50260,36.73,56666,0.925,978674.91,3,172,6
Fortaleza,CE,11,2009,2009m11,50237,56.8,82015,0.094,286341.57,4,207,5
Rio de Janeiro,RJ,12,2009,2009m12,49928,40.11,33284,0.227,984194.5,3,263,2
Brasília,DF,1,2010,2010m01,50296,65.56,33951,0.073,746348.53,3,14,8
Recife,PE,2,2010,2010m02,50251,50.6,88618,0.093,198216.69,1,167,6
Manaus,AM,3,2010,2010m03,49740,33.85,28053,0.188,607673.79,3,142,5
Curitiba,PR,4,2010,2010m04,50014,87.47,86362,0.12,775025.08,4,62,5
Belo Horizonte,MG,5,2010,2010m05,50301,43.73,79257,0.332,622314.82,1,200,5
São Paulo,SP,6,2010,2010m06,49948,41.65,33961,0.409,403728.37,5,165,6
Fortaleza,CE,7,2010,2010m07,49861,42.68,29323,0.339,381566.6,1,29,7
Porto Alegre,RS,8,2010,2010m08,49635,55.97,80326,0.408,290145.51,7,30,5
Manaus,AM,9,2010,2010m09,50133,28.21,28994,0.868,641006.76,5,135,1
Fortaleza,CE,10,2010,2010m10,49854,52.04,52972,0.828,264768.45,5,265,1
Manaus,AM,11,2010,2010m11,49640,24.72,65433,0.963,763588.78,2,92,3
Curitiba,PR,12,2010,2010m12,49885,48.89,85183,0.788,732595.52,1,129,5
Salvador,BA,1,2011,2011m01,49908,66.9,38438,0.842,450937.4,1,57,4
Brasília,DF,2,2011,2011m02,50035,41.68,55403,0.694,835398.98,3,246,3
Recife,PE,3,2011,2011m03,49798,63.32,52282,0.174,759439.46,8,33,5
Belo Horizonte,MG,4,2011,2011m04,49711,24.96,94195,0.937,480524.66,2,25,6
Porto Alegre,RS,5,2011,2011m05,50067,40.68,39393,0.209,763259.28,2,142,7
Curitiba,PR,6,2011,2011m06,50021,31.63,88160,0.678,844342.79,2,234,8
Porto Alegre,RS,7,2011,2011m07,49513,78.62,29225,0.23,124294.79,0,265,9
Brasília,DF,8,2011,2011m08,49982,43.88,97132,0.09,757822.04,5,258,3
Brasília,DF,9,2011,2011m09,50091,40.24,78117,0.196,362916.35,3,74,7
Fortaleza,CE,10,2011,2011m10,50086,46.13,78587,0.232,319992.61,6,267,7
Manaus,AM,11,2011,2011m11,49978,50.1,48446,0.38,756380.08,4,257,2
Salvador,BA,12,2011,2011m12,49891,44.43,62624,0.069,852065.9,4,267,2
Recife,PE,1,2012,2012m01,50294,32.13,37032,0.586,210359.87,2,79,7
Brasília,DF,2,2012,2012m02,49864,70.24,28884,0.799,302252.02,2,296,5
Porto Alegre,RS,3,2012,2012m03,50120,66.32,26445,0.764,270200.88,2,156,7
Rio de Janeiro,RJ,4,2012,2012m04,49773,55.0,19516,0.837,569840.26,2,176,5
Curitiba,PR,5,2012,2012m05,49705,54.2,60448,0.979,653939.32,3,213,3
Rio de Janeiro,RJ,6,2012,2012m06,49863,53.23,22331,0.996,425813.48,1,19,6
Porto Alegre,RS,7,2012,2012m07,49957,43.15,21227,0.41,486543.57,3,50,7
Fortaleza,CE,8,2012,2012m08,49947,41.52,25439,0.502,171204.43,7,254,6
Brasília,DF,9,2012,2012m09,49872,73.91,63312,0.498,247196.52,1,231,6
Salvador,BA,10,2012,2012m10,49718,59.38,88407,0.642,463932.39,2,136,2
Curitiba,PR,11,2012,2012m11,49527,30.05,56569,0.246,960944.69,4,34,8
Fortaleza,CE,12,2012,2012m12,49796,43.23,61855,0.773,669243.9,1,170,1
Rio de Janeiro,RJ,1,2013,2013m01,49944,57.31,24741,0.127,762086.03,2,280,4
Belo Horizonte,MG,2,2013,2013m02,50023,55.52,77583,0.951,584431.54,2,183,2
Brasília,DF,3,2013,2013m03,49684,57.92,23567,0.125,509080.08,5,125,8
Salvador,BA,4,2013,2013m04,50055,27.71,18682,0.743,252552.14,2,54,10
Rio de Janeiro,RJ,5,2013,2013m05,50047,54.8,60843,0.397,476271.1,2,227,7
Salvador,BA,6,2013,2013m06,50011,66.73,46314,0.634,292741.63,7,167,4
Fortaleza,CE,7,2013,2013m07,49987,27.42,94932,0.314,732487.93,5,199,3
Belo Horizonte,MG,8,2013,2013m08,50000,76.09,68783,0.12,441090.15,1,223,3
Brasília,DF,9,2013,2013m09,50165,54.95,18075,0.938,330441.5,2,46,8
Brasília,DF,10,2013,2013m10,49611,51.65,63530,0.51,115664.18,3,47,4
Manaus,AM,11,2013,2013m11,50074,35.73,49983,0.301,998521.31,6,154,2
Fortaleza,CE,12,2013,2013m12,49464,40.45,78114,0.624,190615.6,3,259,8
Curitiba,PR,1,2014,2014m01,49919,44.34,95933,0.258,270967.67,3,15,3
São Paulo,SP,2,2014,2014m02,49363,28.61,68196,0.04,342470.85,2,285,6
Porto Alegre,RS,3,2014,2014m03,49807,45.28,72124,0.794,783395.54,2,229,2
Porto Alegre,RS,4,2014,2014m04,50288,36.62,81767,0.996,996030.27,4,221,6
Recife,PE,5,2014,2014m05,49821,60.24,31035,0.956,140768.35,2,293,4
Curitiba,PR,6,2014,2014m06,49450,4.31,13203,0.88,690306.6,3,188,6
Fortaleza,CE,7,2014,2014m07,50213,46.29,84369,0.747,465529.32,1,270,8
São Paulo,SP,8,2014,2014m08,49996,35.48,52200,0.162,972524.06,1,153,5
Recife,PE,9,2014,2014m09,49997,50.04,91937,0.156,951420.85,5,250,8
Salvador,BA,10,2014,2014m10,49703,85.31,51858,0.15,603680.64,5,260,4
Porto Alegre,RS,11,2014,2014m11,49836,75.11,22294,0.46,741698.1,5,289,7
Salvador,BA,12,2014,2014m12,50094,42.58,71226,0.476,243470.9,6,80,6
Fortaleza,CE,1,2015,2015m01,49843,47.22,54236,0.578,481598.34,5,56,5
Fortaleza,CE,2,2015,2015m02,50280,37.43,60135,0.227,956054.76,3,50,8
Brasília,DF,3,2015,2015m03,49770,47.74,27411,0.04,861605.44,5,204,5
Fortaleza,CE,4,2015,2015m04,50228,61.04,61729,0.101,165812.75,2,58,6
Fortaleza,CE,5,2015,2015m05,50099,30.29,62830,0.069,732515.18,2,171,5
Porto Alegre,RS,6,2015,2015m06,49564,73.5,48556,0.793,839259.38,3,177,5
São Paulo,SP,7,2015,2015m07,49946,63.72,53772,0.135,464938.7,3,101,6
Porto Alegre,RS,8,2015,2015m08,50073,63.06,35281,0.75,521889.96,2,295,3
Brasília,DF,9,2015,2015m09,49922,55.74,42292,0.107,229396.83,6,148,6
Curitiba,PR,10,2015,2015m10,49910,36.45,32932,0.496,185700.0,1,133,4
Salvador,BA,11,2015,2015m11,49909,65.18,24289,0.288,948535.67,3,56,7
São Paulo,SP,12,2015,2015m12,49821,45.2,70517,0.651,669612.41,2,240,7
Porto Alegre,RS,1,2016,2016m01,50268,24.67,57845,0.146,957781.39,6,206,3
Brasília,DF,2,2016,2016m02,50005,51.19,10686,0.589,506694.41,3,275,4
Fortaleza,CE,3,2016,2016m03,50041,32.61,20130,0.572,213883.89,1,94,7
Curitiba,PR,4,2016,2016m04,50092,40.92,36057,0.403,653920.28,5,87,3
Manaus,AM,5,2016,2016m05,49916,60.6,77928,0.482,437087.77,3,58,9
Belo Horizonte,MG,6,2016,2016m06,50100,48.21,45216,0.147,363422.71,0,256,4
Recife,PE,7,2016,2016m07,50068,49.44,31690,0.811,887134.08,5,271,3
Curitiba,PR,8,2016,2016m08,49830,67.53,99610,0.605,638690.91,2,88,4
Rio de Janeiro,RJ,9,2016,2016m09,50307,16.16,27668,0.119,287895.62,2,66,2
Manaus,AM,10,2016,2016m10,50105,66.87,89822,0.918,442960.47,2,48,5
Manaus,AM,11,2016,2016m11,49928,,39691,0.623,608782.62,3,262,6
Salvador,BA,12,2016,2016m12,50136,48.96,86937,0.172,467493.18,4,212,3
Belo Horizonte,MG,1,2017,2017m01,49779,49.43,55577,0.224,760772.43,4,155,8
Manaus,AM,2,2017,2017m02,50268,59.6,40093,0.204,461667.12,2,20,6
Recife,PE,3,2017,2017m03,49892,65.39,25565,0.225,991092.59,4,168,3
São Paulo,SP,4,2017,2017m04,49600,46.45,81323,0.21,994616.75,1,82,5
São Paulo,SP,5,2017,2017m05,49707,47.99,73777,0.746,882445.14,5,107,6
Fortaleza,CE,6,2017,2017m06,49635,59.13,91330,0.591,866834.43,4,129,4
Rio de Janeiro,RJ,7,2017,2017m07,50064,18.53,27915,0.233,862844.39,0,177,6
Salvador,BA,8,2017,2017m08,50124,48.52,14640,0.932,178344.33,4,250,6
Salvador,BA,9,2017,2017m09,49794,57.47,47915,0.012,958724.07,3,222,4
Recife,PE,10,2017,2017m10,50051,42.6,57967,0.686,188753.8,1,238,3
Rio de Janeiro,RJ,11,2017,2017m11,49816,38.02,10250,0.543,611504.84,2,279,5
São Paulo,SP,12,2017,2017m12,50099,47.71,33452,0.531,708703.51,3,18,9
Recife,PE,1,2018,2018m01,49856,41.23,56522,0.551,313560.34,4,15,4
Curitiba,PR,2,2018,2018m02,49679,46.32,16440,0.487,367983.06,2,278,4
Salvador,BA,3,2018,2018m03,49452,42.92,80532,0.946,731745.15,1,38,6
Recife,PE,4,2018,2018m04,49655,73.42,52726,0.619,283670.98,0,237,8
Curitiba,PR,5,2018,2018m05,50336,32.91,64441,0.459,735807.06,1,62,6
Belo Horizonte,MG,6,2018,2018m06,50083,62.52,78236,0.86,515241.65,5,39,3
Recife,PE,7,2018,2018m07,49927,41.19,87940,0.89,901625.97,4,173,10
Fortaleza,CE,8,2018,2018m08,49813,54.89,83629,0.774,512149.27,4,33,8
Curitiba,PR,9,2018,2018m09,49711,59.71,54441,0.574,777861.76,3,54,5
Porto Alegre,RS,10,2018,2018m10,50107,,58772,0.043,520205.33,2,208,6
Belo Horizonte,MG,11,2018,2018m11,50032,55.89,31343,0.91,648190.58,1,92,10
Salvador,BA,12,2018,2018m12,49893,44.05,73742,0.818,195324.07,2,19,2
Salvador,BA,1,2019,2019m01,50024,50.99,55481,0.934,164971.83,4,163,5
Fortaleza,CE,2,2019,2019m02,49821,78.78,83404,0.135,949103.58,4,25,6
Curitiba,PR,3,2019,2019m03,49879,52.45,98593,0.961,981018.22,2,168,5
Recife,PE,4,2019,2019m04,49659,,41616,0.966,974101.75,5,295,7
Curitiba,PR,5,2019,2019m05,49954,44.25,64318,0.453,768940.81,2,42,8
São Paulo,SP,6,2019,2019m06,49943,43.86,78065,0.074,557248.07,0,196,3
São Paulo,SP,7,2019,2019m07,49566,60.95,26594,0.622,227930.09,2,23,7
São Paulo,SP,8,2019,2019m08,50020,31.67,96191,0.626,128224.75,4,28,7
Recife,PE,9,2019,2019m09,49849,42.38,65099,0.531,835505.66,4,100,5
Rio de Janeiro,RJ,10,2019,2019m10,49589,53.2,27417,0.328,323208.28,3,221,10
Recife,PE,11,2019,2019m11,50038,45.79,65220,0.072,385856.37,2,289,2
Fortaleza,CE,12,2019,2019m12,49858,51.36,11984,0.562,723629.82,5,67,5
Brasília,DF,1,2020,2020m01,50103,52.21,99734,0.314,311005.72,3,281,7
São Paulo,SP,2,2020,2020m02,49818,,32718,0.1,983031.14,3,221,9
Belo Horizonte,MG,3,2020,2020m03,50024,36.1,55768,0.19,135176.32,1,146,7
Porto Alegre,RS,4,2020,2020m04,49496,61.96,39640,0.791,115647.71,1,280,5
Porto Alegre,RS,5,2020,2020m05,49771,41.97,77656,0.806,859526.51,3,61,2
São Paulo,SP,6,2020,2020m06,50100,49.83,32465,0.768,904029.59,8,254,7
Curitiba,PR,7,2020,2020m07,50052,31.82,49811,0.076,989144.69,3,274,4
Curitiba,PR,8,2020,2020m08,49925,50.6,80717,0.111,104403.18,2,161,2
São Paulo,SP,9,2020,2020m09,49951,52.85,46902,0.233,363393.5,2,218,6
Porto Alegre,RS,10,2020,2020m10,50184,50.54,31216,0.979,591914.01,3,39,2
Rio de Janeiro,RJ,11,2020,2020m11,50398,38.3,51918,0.275,838829.32,5,54,7
Fortaleza,CE,12,2020,2020m12,49423,66.92,47584,0.935,981835.27,1,162,8
Fortaleza,CE,1,2021,2021m01,49953,58.75,81076,0.659,962160.63,0,123,5
Belo Horizonte,MG,2,2021,2021m02,49852,47.92,93082,0.027,794889.71,0,281,3
Porto Alegre,RS,3,2021,2021m03,50117,47.78,50905,0.487,756603.35,6,235,2
Rio de Janeiro,RJ,4,2021,2021m04,49756,38.93,87672,0.836,999671.71,5,96,6
Rio de Janeiro,RJ,5,2021,2021m05,50118,40.66,89909,0.064,974931.64,3,138,5
Rio de Janeiro,RJ,6,2021,2021m06,50120,,46930,0.61,386645.94,2,154,5
Recife,PE,7,2021,2021m07,49980,44.63,83170,0.32,428901.46,2,19,4
Fortaleza,CE,8,2021,2021m08,49430,91.46,44855,0.2,927445.32,8,218,4
São Paulo,SP,9,2021,2021m09,49737,32.61,18565,0.528,186073.17,3,246,6
São Paulo,SP,10,2021,2021m10,50114,55.53,71022,0.796,247905.47,2,57,4
Recife,PE,11,2021,2021m11,49997,53.39,52272,0.779,844671.39,3,135,0
Manaus,AM,12,2021,2021m12,50251,50.54,74149,0.174,891659.63,4,10,5
Belo Horizonte,MG,1,2022,2022m01,49828,26.12,92285,0.348,713841.84,3,291,3
Rio de Janeiro,RJ,2,2022,2022m02,49827,29.43,64347,0.348,763545.1,5,68,2
Manaus,AM,3,2022,2022m03,50030,52.93,70461,0.824,261199.43,1,234,5
Fortaleza,CE,4,2022,2022m04,49511,34.64,37499,0.496,124679.13,3,79,5
Curitiba,PR,5,2022,2022m05,50198,68.14,26264,0.375,684682.93,2,50,4
Manaus,AM,6,2022,2022m06,50067,46.64,69252,0.805,467250.71,0,171,7
Porto Alegre,RS,7,2022,2022m07,50258,53.83,46028,0.891,269588.62,7,117,5
Salvador,BA,8,2022,2022m08,50050,49.39,58999,0.324,467860.29,4,171,8
Fortaleza,CE,9,2022,2022m09,49786,48.98,82816,0.985,385060.45,5,120,4
Recife,PE,10,2022,2022m10,49858,72.81,56233,0.536,986797.34,1,262,2
São Paulo,SP,11,2022,2022m11,50010,66.27,27179,0.062,706517.96,4,245,4
Porto Alegre,RS,12,2022,2022m12,50218,52.31,26948,0.366,265084.78,1,101,4
Porto Alegre,RS,1,2023,2023m01,49988,60.12,93133,0.544,518819.17,4,299,6
Brasília,DF,2,2023,2023m02,49991,67.6,49126,0.826,704655.67,1,85,8
Curitiba,PR,3,2023,2023m03,49984,,79117,0.709,835190.49,0,220,7
Rio de Janeiro,RJ,4,2023,2023m04,50206,26.68,83625,0.2,755392.18,5,92,3
Porto Alegre,RS,5,2023,2023m05,50305,58.3,48060,0.424,335355.08,6,218,9
Manaus,AM,6,2023,2023m06,50047,68.69,56294,0.098,767741.25,5,195,5
Brasília,DF,7,2023,2023m07,50008,24.28,17658,0.877,631254.85,4,123,3
Fortaleza,CE,8,2023,2023m08,50266,40.91,15639,0.004,724979.07,7,31,10
Porto Alegre,RS,9,2023,2023m09,50050,46.38,31775,0.261,230190.45,3,94,5
Fortaleza,CE,10,2023,2023m10,50271,35.26,32396,0.762,490239.94,7,248,9
Rio de Janeiro,RJ,11,2023,2023m11,49798,47.83,73944,0.022,525772.13,3,15,8
Curitiba,PR,12,2023,2023m12,50447,33.3,91678,0.721,317226.6,4,208,6
Fortaleza,CE,1,2024,2024m01,50108,45.21,86711,0.654,192267.38,4,70,3
Recife,PE,2,2024,2024m02,49871,60.49,88793,0.445,103574.61,2,106,7
Porto Alegre,RS,3,2024,2024m03,49957,18.96,90193,0.141,376893.58,2,125,11
Brasília,DF,4,2024,2024m04,50178,34.23,19917,0.309,687326.51,4,90,3
Porto Alegre,RS,5,2024,2024m05,50134,71.01,58636,0.199,174315.21,5,102,6
Recife,PE,6,2024,2024m06,49884,37.64,35647,0.006,430291.4,3,146,3
Recife,PE,7,2024,2024m07,50330,11.02,25016,0.368,562704.8,6,105,6
Curitiba,PR,8,2024,2024m08,49859,52.57,31227,0.902,289441.59,2,46,2
Fortaleza,CE,9,2024,2024m09,49801,48.88,28732,0.48,993657.01,1,11,3
São Paulo,SP,10,2024,2024m10,49733,52.22,39457,0.601,872348.01,0,45,7
Brasília,DF,11,2024,2024m11,49810,50.86,41664,0.941,574349.72,3,168,7
Fortaleza,CE,12,2024,2024m12,49971,69.09,85376,0.451,877610.1,0,13,5
Salvador,BA,1,2000,2000m01,50185,39.45,85845,0.583,734277.66,4,207,2
Recife,PE,2,2000,2000m02,50239,48.59,34233,0.092,400513.67,2,171,4
Rio de Janeiro,RJ,3,2000,2000m03,50117,43.51,67989,0.134,656821.36,1,271,6
Brasília,DF,4,2000,2000m04,50342,60.15,16067,0.584,277268.77,2,113,5
Curitiba,PR,5,2000,2000m05,49916,61.66,90229,0.048,624433.25,6,284,3
Manaus,AM,6,2000,2000m06,49699,55.59,82817,0.036,188857.78,5,32,5
São Paulo,SP,7,2000,2000m07,49926,82.31,92132,0.105,473948.78,2,14,5
Fortaleza,CE,8,2000,2000m08,50043,58.3,92697,0.233,648254.35,2,109,9
Curitiba,PR,9,2000,2000m09,49982,68.82,51829,0.098,437906.86,6,258,6
Brasília,DF,10,2000,2000m10,50554,36.72,89223,0.256,224480.56,2,268,10
Salvador,BA,11,2000,2000m11,49566,39.53,54063,0.739,204664.75,3,75,3
Brasília,DF,12,2000,2000m12,50060,79.71,39720,0.416,374529.79,4,227,5
Manaus,AM,1,2001,2001m01,49725,29.69,58026,0.664,977414.94,2,46,9
Rio de Janeiro,RJ,2,2001,2001m02,49868,61.52,58845,0.765,915448.21,2,26,4
Porto Alegre,RS,3,2001,2001m03,49928,69.3,15904,0.328,907863.62,4,131,8
Salvador,BA,4,2001,2001m04,49626,67.63,83400,0.894,729000.24,4,43,3
Belo Horizonte,MG,5,2001,2001m05,49897,26.07,14642,0.862,946606.22,1,95,3
Rio de Janeiro,RJ,6,2001,2001m06,49710,44.74,69673,0.413,299547.33,2,223,4
Rio de Janeiro,RJ,7,2001,2001m07,50177,59.33,33432,0.825,826896.09,4,58,4
Recife,PE,8,2001,2001m08,49838,61.13,38640,0.337,739902.2,6,98,4
Belo Horizonte,MG,9,2001,2001m09,49907,49.86,94188,0.723,999831.41,6,248,6
Curitiba,PR,10,2001,2001m10,50272,39.56,79008,0.971,602814.34,3,32,8
Brasília,DF,11,2001,2001m11,49945,45.9,27415,0.312,355802.4,4,213,6
Manaus,AM,12,2001,2001m12,50091,40.73,53554,0.573,101503.85,1,184,3
Curitiba,PR,1,2002,2002m01,50013,31.36,73208,0.36,921895.78,3,121,4
Rio de Janeiro,RJ,2,2002,2002m02,50084,45.51,53773,0.497,930071.57,3,171,10
Belo Horizonte,MG,3,2002,2002m03,49901,77.74,82120,0.218,831678.36,6,214,3
Fortaleza,CE,4,2002,2002m04,49846,45.82,76455,0.428,530318.12,2,285,4
Manaus,AM,5,2002,2002m05,49910,27.31,77563,0.645,328171.95,1,15,6
Brasília,DF,6,2002,2002m06,49940,44.62,26934,0.345,563598.84,3,141,5
Recife,PE,7,2002,2002m07,49594,75.92,32313,0.289,169480.63,1,236,4
Manaus,AM,8,2002,2002m08,50048,26.11,77653,0.331,250360.95,3,247,6
Curitiba,PR,9,2002,2002m09,49950,49.99,22788,0.312,283072.3,6,251,5
São Paulo,SP,10,2002,2002m10,49854,61.07,35145,0.16,225612.16,3,132,2
Brasília,DF,11,2002,2002m11,50332,32.89,57772,0.906,674699.95,0,23,4
Porto Alegre,RS,12,2002,2002m12,50188,52.86,88053,0.956,334369.48,5,54,3
Fortaleza,CE,1,2003,2003m01,50016,36.3,23794,0.265,424284.02,1,229,5
Porto Alegre,RS,2,2003,2003m02,49855,31.61,28975,0.617,544312.45,1,187,3
Salvador,BA,3,2003,2003m03,49859,59.34,15296,0.315,512022.33,2,289,6
Belo Horizonte,MG,4,2003,2003m04,49774,77.35,23576,0.58,505092.1,6,257,10
São Paulo,SP,5,2003,2003m05,49943,44.19,67090,0.293,956694.65,8,281,5
Salvador,BA,6,2003,2003m06,49830,58.71,91853,0.061,571783.49,3,218,7
Manaus,AM,7,2003,2003m07,49542,57.26,32025,0.15,763640.45,2,226,7
Manaus,AM,8,2003,2003m08,49994,52.61,14658,0.523,932324.56,1,103,10
Fortaleza,CE,9,2003,2003m09,49929,39.67,87490,0.249,406778.0,2,42,6
São Paulo,SP,10,2003,2003m10,49954,34.8,15134,0.484,455859.39,2,22,4
Porto Alegre,RS,11,2003,2003m11,50002,38.04,69529,0.91,989000.08,2,141,8
Curitiba,PR,12,2003,2003m12,50310,47.32,46133,0.041,669765.36,2,188,4
Recife,PE,1,2004,2004m01,49922,43.71,17983,0.815,553394.7,3,148,8
Brasília,DF,2,2004,2004m02,49683,32.76,30644,0.487,734683.72,5,162,7
Recife,PE,3,2004,2004m03,50234,46.92,46072,0.154,926150.55,1,177,5
Brasília,DF,4,2004,2004m04,49856,40.46,60976,0.232,595618.6,1,175,3
Salvador,BA,5,2004,2004m05,50013,58.35,66928,0.991,746463.47,1,141,4
Curitiba,PR,6,2004,2004m06,50386,44.14,43058,0.348,939393.25,4,82,2
Salvador,BA,7,2004,2004m07,50194,62.66,48024,0.065,972386.26,2,85,4
Brasília,DF,8,2004,2004m08,49839,53.45,83071,0.586,253975.35,2,115,6
Brasília,DF,9,2004,2004m09,49844,42.55,86712,0.192,403786.88,5,52,7
Recife,PE,10,2004,2004m10,49787,47.55,66020,0.898,996483.62,3,192,6
Recife,PE,11,2004,2004m11,50256,47.97,54477,0.355,857779.38,1,237,1
Rio de Janeiro,RJ,12,2004,2004m12,49701,52.49,37198,0.618,924732.65,6,293,5
Rio de Janeiro,RJ,1,2005,2005m01,50040,55.42,69580,0.852,824730.46,6,163,7
Fortaleza,CE,2,2005,2005m02,50049,43.25,20604,0.984,774523.35,2,58,2
Rio de Janeiro,RJ,3,2005,2005m03,50173,,26133,0.958,302756.61,6,247,3
Fortaleza,CE,4,2005,2005m04,50006,51.72,39990,0.112,665358.28,2,19,5
Belo Horizonte,MG,5,2005,2005m05,50369,5.64,70717,0.338,798724.34,4,236,5
São Paulo,SP,6,2005,2005m06,50114,58.29,43344,0.643,867566.56,6,152,6
Belo Horizonte,MG,7,2005,2005m07,49838,35.69,29347,0.124,255855.76,5,68,4
Recife,PE,8,2005,2005m08,50255,45.66,32727,0.383,759412.62,2,280,5
Rio de Janeiro,RJ,9,2005,2005m09,50333,39.84,31820,0.95,184892.75,3,172,4
Belo Horizonte,MG,10,2005,2005m10,49951,61.23,34523,0.191,902618.12,4,273,11
Curitiba,PR,11,2005,2005m11,49937,65.37,10111,0.497,351249.34,1,67,4
Brasília,DF,12,2005,2005m12,49989,48.32,79040,0.05,417492.08,2,134,5
